property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,luxury_category,price
flat,sector 102,3,3,3,Relatively New,1315.0,1,0,unfurnished,Mid-Rise,Luxury,1.52
flat,sohna road,2,2,3+,New Property,1175.97,0,0,semifurnished,Low-Rise,Premium,0.95
flat,sector 47,3,3,3,Old Property,1906.0,0,0,unfurnished,Low-Rise,Luxury,1.65
flat,sector 102,3,4,3,Relatively New,1710.0,1,0,semifurnished,High-Rise,Standard,1.8
flat,sector 95,4,3,3,Relatively New,2824.0,1,0,semifurnished,Mid-Rise,Standard,1.1
flat,sector 66,3,4,3,Relatively New,1700.0,1,0,unfurnished,Mid-Rise,Luxury,2.8
house,sector 14,3,3,3,Moderately Old,2250.0,0,0,semifurnished,Low-Rise,Standard,5.0
flat,sector 3,3,3,1,Old Property,1000.0,0,0,semifurnished,Low-Rise,Standard,0.8
house,sector 109,4,6,3+,New Property,3600.0,1,1,semifurnished,Low-Rise,Luxury,8.48
house,sector 48,7,7,3+,Old Property,2403.0,1,1,unfurnished,Low-Rise,Luxury,4.95
house,sector 26,4,4,3,Relatively New,4235.0,0,1,semifurnished,Low-Rise,Standard,16.0
house,sector 28,4,4,0,Relatively New,3240.0,0,0,semifurnished,Low-Rise,Standard,4.5
flat,sector 71,1,1,2,New Property,294.0,0,0,semifurnished,Low-Rise,Standard,0.39
flat,sector 90,4,4,3,Relatively New,2861.0,0,0,semifurnished,Mid-Rise,Luxury,1.25
flat,sector 85,2,2,2,Relatively New,1050.0,0,0,semifurnished,Mid-Rise,Luxury,0.55
flat,sector 110,3,3,1,Relatively New,1392.0,0,0,unfurnished,Mid-Rise,Luxury,1.4
flat,sector 90,2,2,3,Old Property,1199.0,0,0,semifurnished,Mid-Rise,Luxury,0.64
flat,sector 113,3,3,3+,New Property,2006.0,1,0,semifurnished,Mid-Rise,Premium,2.85
flat,sector 89,3,3,0,Under Construction,1910.0,0,0,semifurnished,Mid-Rise,Premium,0.9
flat,sector 86,3,3,1,Relatively New,1746.0,0,0,unfurnished,Mid-Rise,Standard,1.72
flat,sector 107,3,4,3+,Relatively New,2137.0,1,0,semifurnished,Mid-Rise,Luxury,1.4
flat,sector 65,2,2,3,Under Construction,1141.0,0,0,unfurnished,High-Rise,Standard,2.33
flat,sector 69,4,4,1,Relatively New,1783.0,0,0,semifurnished,Mid-Rise,Premium,1.7
flat,sector 102,3,3,3,New Property,1571.0,0,0,semifurnished,Mid-Rise,Luxury,2.12
flat,sector 84,2,2,1,Relatively New,532.0,0,0,semifurnished,Mid-Rise,Premium,0.37
house,sector 43,3,9,3+,Moderately Old,1935.0,1,0,unfurnished,Low-Rise,Premium,5.3
flat,sector 102,3,3,3+,Relatively New,1465.0,0,0,semifurnished,Low-Rise,Standard,1.75
flat,sohna road,2,2,1,Relatively New,535.0,0,0,semifurnished,Mid-Rise,Premium,0.26
flat,sector 106,1,1,1,Relatively New,567.0,0,0,semifurnished,Mid-Rise,Luxury,0.39
flat,sector 81,3,3,3,Moderately Old,1982.0,1,0,unfurnished,Low-Rise,Standard,1.28
flat,sector 28,2,2,2,New Property,1278.0,0,0,furnished,Mid-Rise,Premium,1.91
flat,sector 111,4,5,3+,Relatively New,2670.0,1,0,semifurnished,Mid-Rise,Luxury,3.45
flat,sector 107,3,4,3+,Relatively New,1837.0,1,0,semifurnished,Low-Rise,Luxury,1.8
flat,sector 37d,4,3,3+,Relatively New,2000.0,0,0,unfurnished,Mid-Rise,Luxury,1.6
flat,sector 92,4,3,2,Relatively New,2167.0,0,0,semifurnished,Low-Rise,Standard,1.0
flat,sector 84,3,3,3,New Property,1849.0,1,0,semifurnished,Low-Rise,Luxury,1.5
house,sector 82,4,3,0,Relatively New,3240.0,0,0,semifurnished,Low-Rise,Standard,6.5
flat,sector 85,4,5,3+,New Property,2017.0,1,0,unfurnished,Mid-Rise,Standard,1.5
flat,sector 104,2,2,3,Relatively New,1611.0,0,0,semifurnished,Mid-Rise,Premium,0.85
house,sector 51,6,3,3+,Relatively New,900.0,0,0,semifurnished,Low-Rise,Premium,2.25
flat,sector 90,2,2,1,New Property,575.0,0,0,semifurnished,Mid-Rise,Standard,0.4
flat,sector 67,3,3,3,Relatively New,2150.0,1,0,unfurnished,Mid-Rise,Luxury,2.95
flat,sector 103,3,4,3+,Relatively New,3716.0,1,0,unfurnished,Mid-Rise,Standard,1.9
flat,sector 86,2,2,3,Relatively New,1339.0,0,0,semifurnished,Mid-Rise,Standard,1.23
house,sector 17a,2,2,1,Old Property,105.0,0,0,semifurnished,Low-Rise,Standard,1.52
flat,sector 113,3,3,3,New Property,2599.0,1,0,semifurnished,Low-Rise,Luxury,2.78
flat,sector 65,2,2,3,New Property,1015.0,0,0,semifurnished,Mid-Rise,Standard,2.1
flat,sector 63,3,3,3+,New Property,2034.0,0,0,unfurnished,Low-Rise,Standard,3.35
flat,sector 65,3,3,3,Relatively New,1650.0,1,0,semifurnished,Low-Rise,Standard,2.55
house,sector 28,9,9,3+,Moderately Old,3240.0,1,1,unfurnished,Low-Rise,Luxury,11.25
flat,sohna road,2,2,3+,Moderately Old,1100.0,0,0,unfurnished,Mid-Rise,Luxury,0.9
flat,manesar,3,3,3+,Moderately Old,2944.0,1,0,semifurnished,Mid-Rise,Standard,1.2
flat,sector 65,3,3,3,Under Construction,1828.0,0,0,semifurnished,High-Rise,Premium,3.0
flat,sector 82,3,4,2,New Property,1620.0,1,0,semifurnished,Mid-Rise,Premium,0.99
flat,sector 112,4,6,3+,Moderately Old,3662.34,1,0,unfurnished,Mid-Rise,Luxury,5.6
flat,sector 92,2,2,3,Under Construction,846.0,0,0,semifurnished,Low-Rise,Standard,0.78
house,sector 14,3,3,2,Moderately Old,3249.0,0,0,semifurnished,Low-Rise,Standard,5.51
flat,sector 56,3,3,3+,Moderately Old,1719.0,0,0,unfurnished,Low-Rise,Luxury,1.45
flat,sector 112,2,3,2,Relatively New,2441.0,1,0,semifurnished,Mid-Rise,Luxury,2.8
house,sector 28,10,10,3+,Relatively New,8056.0,0,0,semifurnished,Low-Rise,Standard,13.0
flat,sector 89,2,2,1,Relatively New,672.0,0,0,furnished,Low-Rise,Premium,0.5
flat,sohna road,1,1,1,Relatively New,378.0,0,0,semifurnished,Mid-Rise,Premium,0.24
house,sector 25,5,6,3+,Old Property,3618.0,0,0,unfurnished,Low-Rise,Premium,13.5
flat,sector 79,2,2,3,New Property,1385.0,0,0,semifurnished,Mid-Rise,Standard,0.95
flat,sector 92,4,4,3,New Property,1828.0,0,0,semifurnished,Mid-Rise,Standard,1.0
house,sector 7,3,2,0,Old Property,1000.0,0,0,semifurnished,Low-Rise,Standard,0.45
house,sector 69,1,1,0,New Property,763.0,0,0,semifurnished,Low-Rise,Standard,0.8
flat,sector 36a,1,1,1,Relatively New,452.0,0,0,semifurnished,Mid-Rise,Standard,0.45
flat,sector 92,4,5,3+,Relatively New,1895.0,0,0,semifurnished,Mid-Rise,Standard,0.95
house,sector 7,1,1,1,Old Property,758.0,0,0,semifurnished,Low-Rise,Standard,0.69
flat,sohna road,3,3,3,Relatively New,1599.0,0,0,semifurnished,Low-Rise,Luxury,0.91
flat,sohna road,2,2,1,Relatively New,577.0,0,0,semifurnished,Low-Rise,Standard,0.29
flat,sector 63a,3,3,3+,Under Construction,2667.0,0,0,semifurnished,Low-Rise,Premium,3.7
house,sector 25,3,2,3,Old Property,1350.0,0,0,semifurnished,Low-Rise,Standard,4.25
house,sector 46,8,6,3+,Moderately Old,2367.0,1,0,unfurnished,Low-Rise,Premium,5.65
flat,sector 69,4,6,3+,Relatively New,2817.0,1,0,semifurnished,Mid-Rise,Luxury,3.1
flat,sector 81,1,1,1,Relatively New,366.0,0,0,furnished,Mid-Rise,Luxury,0.31
flat,sector 77,3,3,3,Relatively New,1602.0,0,0,unfurnished,High-Rise,Standard,0.92
flat,sector 37c,2,3,3,Relatively New,1442.0,0,0,semifurnished,Mid-Rise,Standard,0.85
flat,sector 93,2,2,2,Relatively New,661.0,0,0,semifurnished,Mid-Rise,Standard,0.38
flat,sector 65,3,3,3,Relatively New,1500.0,1,0,unfurnished,Low-Rise,Premium,2.35
flat,sector 91,3,4,3+,Relatively New,1786.0,1,0,semifurnished,Low-Rise,Luxury,1.5
flat,sector 68,2,2,2,New Property,1200.0,0,0,semifurnished,Mid-Rise,Standard,0.93
flat,sector 84,3,3,3,Relatively New,1652.0,0,0,semifurnished,Low-Rise,Premium,0.92
flat,sector 102,3,4,3+,Moderately Old,1757.0,1,0,semifurnished,Mid-Rise,Luxury,1.82
flat,sector 70,4,5,3+,Moderately Old,2114.0,1,0,unfurnished,Mid-Rise,Premium,2.0
flat,sector 102,3,3,3+,Relatively New,2222.0,1,0,unfurnished,Mid-Rise,Premium,1.98
house,sector 6,3,3,2,Moderately Old,600.0,0,0,semifurnished,Low-Rise,Standard,0.5
house,sector 23,9,9,3+,Moderately Old,4200.0,1,0,unfurnished,Low-Rise,Standard,5.5
flat,sector 83,3,3,3,Moderately Old,1489.0,0,0,semifurnished,Low-Rise,Standard,0.95
flat,sector 70a,3,2,2,Moderately Old,2406.0,1,0,semifurnished,Mid-Rise,Premium,2.6
flat,sector 102,3,3,3+,Relatively New,2250.0,1,0,unfurnished,Low-Rise,Premium,1.85
flat,sector 70,4,5,3+,Moderately Old,2114.0,1,0,unfurnished,Mid-Rise,Luxury,2.1
flat,sector 51,2,2,1,Relatively New,1007.0,0,0,semifurnished,Low-Rise,Standard,0.71
flat,sector 113,3,3,3,New Property,2210.0,1,0,semifurnished,Mid-Rise,Luxury,2.35
flat,sohna road,2,2,3+,Relatively New,1367.0,0,0,semifurnished,Mid-Rise,Premium,0.74
flat,sector 68,2,2,2,New Property,1460.0,0,0,semifurnished,Mid-Rise,Standard,1.32
flat,sector 69,4,4,1,Relatively New,2186.0,0,0,semifurnished,Mid-Rise,Premium,2.0
house,sector 4,2,1,1,Moderately Old,500.0,0,0,semifurnished,Low-Rise,Standard,0.65
flat,sector 85,2,2,2,Relatively New,1934.0,0,0,unfurnished,High-Rise,Standard,1.25
flat,sector 107,3,3,3,Relatively New,1547.0,0,0,semifurnished,Mid-Rise,Premium,1.3
flat,sector 107,2,2,2,Relatively New,608.0,0,0,semifurnished,Mid-Rise,Standard,0.35
house,sector 4,5,4,3,Under Construction,146.0,0,0,semifurnished,Low-Rise,Standard,0.8
flat,sector 2,2,2,3,Old Property,1573.0,0,0,unfurnished,Mid-Rise,Premium,0.95
flat,sector 107,2,2,3+,Relatively New,1201.0,0,0,semifurnished,Mid-Rise,Luxury,0.75
flat,sector 83,2,2,2,Relatively New,1150.0,0,0,unfurnished,High-Rise,Luxury,0.75
flat,sector 23,2,2,1,Moderately Old,995.0,0,0,unfurnished,Low-Rise,Standard,0.55
flat,sector 107,2,2,2,Relatively New,608.0,0,0,semifurnished,Mid-Rise,Standard,0.36
flat,sector 84,3,3,3,Relatively New,1750.0,0,0,semifurnished,Mid-Rise,Premium,1.35
flat,sector 104,3,4,3,New Property,2544.0,0,0,semifurnished,Mid-Rise,Premium,1.8
flat,sector 37d,2,3,2,Under Construction,656.0,0,0,semifurnished,Mid-Rise,Standard,0.45
flat,sector 92,4,4,3,Relatively New,2093.0,0,0,semifurnished,Mid-Rise,Standard,1.0
flat,sector 90,2,2,2,Under Construction,796.0,0,0,semifurnished,Low-Rise,Standard,0.5
flat,sector 3,2,2,0,Old Property,1056.0,0,0,semifurnished,Low-Rise,Premium,1.35
flat,sector 102,3,4,3+,Relatively New,2250.0,1,0,semifurnished,Mid-Rise,Luxury,2.05
house,sector 11,2,4,3+,Moderately Old,900.0,0,0,semifurnished,Low-Rise,Standard,0.9
flat,sector 85,2,2,3,Relatively New,1263.0,0,0,semifurnished,High-Rise,Luxury,1.15
flat,sector 102,3,3,3,Relatively New,1653.0,0,0,semifurnished,Low-Rise,Luxury,1.77
house,sector 50,5,5,3,Moderately Old,3240.0,1,0,semifurnished,Low-Rise,Standard,11.58
flat,sector 47,1,1,2,Old Property,599.0,0,0,semifurnished,Low-Rise,Premium,0.65
flat,sector 86,3,3,3,Relatively New,1715.0,1,0,unfurnished,Mid-Rise,Standard,1.3
flat,sector 92,3,2,2,New Property,1175.0,0,0,semifurnished,Mid-Rise,Standard,0.79
flat,sector 49,5,6,3+,Relatively New,3219.0,1,0,semifurnished,Mid-Rise,Standard,4.21
house,sector 3 phase 3 extension,1,1,0,Moderately Old,1500.0,0,0,semifurnished,Low-Rise,Standard,1.0
flat,sohna road,2,2,1,Relatively New,535.0,0,0,semifurnished,Low-Rise,Premium,0.25
flat,sohna road,2,2,1,New Property,743.0,0,0,semifurnished,Low-Rise,Standard,0.2
flat,sector 82a,5,5,3+,Relatively New,2896.0,0,0,furnished,Mid-Rise,Standard,3.5
flat,sohna road,3,2,2,New Property,1244.0,0,0,semifurnished,Low-Rise,Standard,0.83
house,sector 38,3,9,3+,Relatively New,1494.0,0,0,unfurnished,Low-Rise,Standard,4.3
flat,sector 9a,3,3,3,Old Property,1433.0,0,0,semifurnished,Mid-Rise,Standard,0.75
flat,sector 70,3,5,3,Relatively New,2167.0,1,0,semifurnished,Mid-Rise,Luxury,1.6
flat,sector 92,2,2,3,Under Construction,1195.0,0,0,semifurnished,Mid-Rise,Standard,0.6
flat,sector 82a,3,3,3+,Relatively New,1545.0,1,0,furnished,Mid-Rise,Luxury,1.8
house,sector 70a,3,3,3+,Relatively New,1611.0,0,0,unfurnished,Low-Rise,Luxury,1.18
flat,sector 95,3,2,2,New Property,761.0,0,0,semifurnished,Mid-Rise,Standard,0.4
flat,sector 68,2,2,3,Relatively New,1364.0,0,0,semifurnished,Mid-Rise,Luxury,1.32
flat,sector 65,3,3,3,Moderately Old,2506.0,1,0,furnished,High-Rise,Standard,5.3
flat,sector 107,2,2,1,Relatively New,544.0,0,0,semifurnished,Mid-Rise,Premium,0.3
flat,sector 112,2,2,3,Relatively New,1939.03,0,0,unfurnished,Mid-Rise,Luxury,2.5
house,sector 6,6,4,0,Moderately Old,240.0,0,0,semifurnished,Low-Rise,Standard,1.0
house,sector 26,4,3,2,Relatively New,1800.0,0,1,semifurnished,Low-Rise,Standard,5.8
flat,sector 78,2,2,2,Moderately Old,1422.0,0,0,semifurnished,Mid-Rise,Premium,0.69
flat,sector 57,5,6,3+,Moderately Old,5010.0,1,0,unfurnished,High-Rise,Luxury,5.5
flat,sector 56,3,3,3+,Old Property,1450.0,0,0,semifurnished,Low-Rise,Luxury,1.37
flat,sector 81,3,3,2,Relatively New,2130.0,1,0,furnished,Low-Rise,Premium,2.5
flat,sector 102,3,4,3,Relatively New,1710.0,1,0,semifurnished,Mid-Rise,Luxury,1.9
flat,sector 70,3,5,3,Relatively New,1527.0,1,0,semifurnished,Mid-Rise,Standard,1.63
flat,sector 47,2,2,2,Relatively New,1108.0,0,0,unfurnished,Low-Rise,Standard,1.05
flat,sector 63,4,4,0,New Property,3950.0,0,0,semifurnished,Mid-Rise,Premium,7.8
flat,sector 56,4,4,3+,Relatively New,2300.0,0,0,unfurnished,Mid-Rise,Luxury,2.09
flat,sector 61,2,2,2,Under Construction,1278.0,0,0,semifurnished,Low-Rise,Standard,1.7
house,sector 49,2,6,3,Moderately Old,1467.0,0,0,semifurnished,Low-Rise,Standard,3.75
flat,sector 109,3,3,3+,Relatively New,1584.0,0,0,semifurnished,Mid-Rise,Premium,1.4
house,sector 48,7,7,3,Moderately Old,2340.0,0,0,unfurnished,Low-Rise,Standard,5.0
flat,sector 43,3,3,2,Moderately Old,1273.0,0,0,semifurnished,Mid-Rise,Premium,2.0
flat,sector 14,3,4,3+,Old Property,1956.0,0,0,semifurnished,Low-Rise,Standard,2.2
flat,sector 108,4,4,3+,Relatively New,2500.0,1,0,unfurnished,Mid-Rise,Luxury,2.0
flat,sector 85,4,5,3+,Under Construction,20136.0,0,0,unfurnished,High-Rise,Standard,2.5
flat,sector 108,3,3,3,Relatively New,1649.0,0,0,semifurnished,Low-Rise,Premium,0.95
house,sector 7,3,2,3+,Old Property,4320.0,0,0,semifurnished,Low-Rise,Standard,6.5
flat,sector 79,2,2,3+,Relatively New,1494.0,0,0,semifurnished,Mid-Rise,Luxury,1.45
flat,sector 60,3,3,3,Relatively New,2400.0,1,0,unfurnished,Mid-Rise,Luxury,3.0
flat,sector 90,4,4,3+,Relatively New,2468.0,1,0,semifurnished,High-Rise,Premium,1.75
flat,sector 102,2,2,1,Relatively New,568.0,0,0,furnished,Mid-Rise,Premium,0.45
flat,sector 85,2,2,3,Under Construction,1130.0,0,0,semifurnished,High-Rise,Luxury,1.3
flat,sector 77,4,3,3,Relatively New,1765.0,1,0,semifurnished,Mid-Rise,Luxury,1.65
house,sector 105,2,2,1,Moderately Old,556.0,0,0,semifurnished,Low-Rise,Standard,0.35
flat,sector 3 phase 2,2,2,1,Relatively New,778.0,0,0,unfurnished,Low-Rise,Premium,0.55
flat,sector 83,3,3,3,Relatively New,1570.0,1,0,unfurnished,Mid-Rise,Premium,1.1
flat,sohna road,2,2,0,Relatively New,481.0,0,0,semifurnished,Low-Rise,Standard,0.25
flat,sector 104,3,2,2,Under Construction,695.0,0,0,semifurnished,Mid-Rise,Premium,0.49
flat,sector 62,4,4,3+,Moderately Old,3925.0,0,0,semifurnished,Low-Rise,Premium,6.5
flat,sector 106,4,6,3+,Relatively New,2131.0,1,0,semifurnished,Mid-Rise,Luxury,1.42
flat,sector 67,3,3,3,Relatively New,2200.0,1,0,unfurnished,Low-Rise,Standard,2.99
house,sector 109,4,5,3,Relatively New,5400.0,1,0,semifurnished,Low-Rise,Standard,6.8
flat,sector 49,3,4,3,Moderately Old,2251.0,1,0,unfurnished,Mid-Rise,Luxury,2.65
flat,sector 65,3,3,2,Under Construction,2040.0,1,0,semifurnished,High-Rise,Standard,3.67
flat,sector 60,2,2,2,Relatively New,1350.0,0,0,unfurnished,Low-Rise,Luxury,2.12
flat,sohna road,1,1,2,New Property,360.0,0,0,semifurnished,Low-Rise,Premium,0.24
flat,sector 60,4,5,3,Relatively New,2604.0,1,0,unfurnished,High-Rise,Standard,3.6
house,sector 109,4,5,3+,Relatively New,7000.0,0,0,unfurnished,Low-Rise,Luxury,6.3
flat,sector 68,3,3,3+,Under Construction,2288.0,1,0,semifurnished,Low-Rise,Standard,1.9
flat,sector 67,4,4,3+,Relatively New,2833.0,1,0,unfurnished,High-Rise,Luxury,4.55
flat,sector 67,3,4,3+,Relatively New,2134.0,1,0,unfurnished,Mid-Rise,Luxury,3.5
flat,sector 83,3,3,3,New Property,1162.0,0,0,unfurnished,Mid-Rise,Standard,0.75
flat,sector 67,4,4,3+,Moderately Old,2127.0,1,0,unfurnished,Mid-Rise,Luxury,2.85
flat,sector 109,4,5,3,Relatively New,2765.0,0,0,semifurnished,Mid-Rise,Luxury,1.88
flat,sector 81,3,4,3+,Relatively New,2300.0,1,1,unfurnished,Mid-Rise,Luxury,2.25
flat,sector 61,3,4,3+,Under Construction,1174.0,1,0,semifurnished,High-Rise,Luxury,3.9
flat,sector 92,3,3,3,Moderately Old,1571.0,0,0,semifurnished,Low-Rise,Standard,0.65
flat,sector 56,3,3,3,Old Property,1810.0,1,0,unfurnished,Mid-Rise,Premium,1.55
flat,sector 109,3,2,2,Relatively New,1701.0,0,0,semifurnished,Mid-Rise,Luxury,1.2
flat,sector 33,3,2,3+,Under Construction,1333.0,0,0,semifurnished,High-Rise,Luxury,1.39
flat,sector 90,3,4,3,New Property,1697.0,1,0,semifurnished,Low-Rise,Luxury,0.96
flat,sector 70,4,4,3+,Moderately Old,2667.0,1,0,semifurnished,Mid-Rise,Luxury,2.35
flat,sector 105,3,2,1,Relatively New,1111.0,0,0,semifurnished,Low-Rise,Standard,0.42
flat,sector 66,3,4,3,Relatively New,2000.0,1,0,unfurnished,Mid-Rise,Premium,3.45
flat,sector 111,3,3,3+,Under Construction,1615.0,0,0,semifurnished,Mid-Rise,Standard,2.35
flat,sector 92,3,3,3,Moderately Old,1304.0,0,0,semifurnished,Low-Rise,Premium,0.65
house,sector 2,8,9,3+,New Property,7200.0,1,0,semifurnished,Low-Rise,Luxury,19.5
flat,sector 81,2,2,2,Moderately Old,985.0,0,0,semifurnished,Mid-Rise,Premium,0.65
flat,sohna road,2,1,3,New Property,828.0,0,0,semifurnished,Low-Rise,Premium,0.54
flat,sector 79,3,3,3,Relatively New,2167.0,0,0,unfurnished,Low-Rise,Luxury,1.1
flat,sector 22,2,2,2,Relatively New,1533.0,0,0,semifurnished,Mid-Rise,Standard,2.0
flat,sector 3 phase 3 extension,2,2,2,Relatively New,778.0,0,0,semifurnished,Low-Rise,Standard,0.25
flat,sohna road,2,2,2,Relatively New,822.0,0,0,semifurnished,Low-Rise,Premium,0.58
house,sector 56,4,4,2,Moderately Old,1449.0,1,0,unfurnished,Low-Rise,Standard,2.99
house,sector 33,6,6,3+,Moderately Old,4914.0,0,0,unfurnished,Low-Rise,Standard,9.5
house,sector 4,2,2,1,New Property,50.0,0,0,unfurnished,Low-Rise,Premium,0.47
house,sector 38,10,10,3+,Relatively New,3123.0,0,0,semifurnished,Low-Rise,Standard,8.0
flat,sector 37d,3,3,3,Relatively New,1700.0,0,0,semifurnished,Mid-Rise,Luxury,1.1
flat,sector 103,4,6,3+,Relatively New,2718.0,1,0,semifurnished,Mid-Rise,Luxury,2.14
flat,sector 81,3,4,3+,Relatively New,1900.0,1,0,furnished,High-Rise,Standard,2.2
flat,sector 83,3,2,1,Relatively New,1654.0,1,1,furnished,Mid-Rise,Luxury,1.25
house,sector 31,2,4,3+,Old Property,1460.0,0,0,semifurnished,Low-Rise,Standard,4.6
house,sector 28,4,2,2,Relatively New,1458.0,0,0,semifurnished,Low-Rise,Standard,2.58
flat,sohna road,2,2,3,New Property,913.0,0,0,semifurnished,Low-Rise,Luxury,0.56
flat,sector 109,3,4,3+,Relatively New,1946.0,1,0,semifurnished,Low-Rise,Premium,1.75
flat,sector 12,3,4,2,Old Property,2000.0,1,0,semifurnished,Low-Rise,Standard,1.15
flat,sohna road,2,2,2,New Property,916.0,0,0,semifurnished,Low-Rise,Luxury,0.68
flat,sector 2,1,1,2,Moderately Old,722.0,0,0,semifurnished,Mid-Rise,Premium,0.56
flat,sector 37d,2,2,3,Relatively New,1300.0,0,0,semifurnished,Low-Rise,Premium,0.8
flat,sector 77,2,2,2,New Property,1489.0,0,0,semifurnished,Low-Rise,Premium,1.0
flat,sector 58,2,2,1,Relatively New,1528.0,0,0,unfurnished,Mid-Rise,Standard,2.2
flat,sector 69,4,4,2,Relatively New,1889.0,0,0,semifurnished,Low-Rise,Luxury,2.0
house,sector 3,2,2,1,Moderately Old,810.0,0,0,semifurnished,Low-Rise,Standard,0.55
house,sector 57,4,4,2,Moderately Old,1728.0,0,1,unfurnished,Low-Rise,Premium,3.3
flat,sector 69,3,3,1,Relatively New,1392.0,0,0,semifurnished,Mid-Rise,Luxury,1.37
flat,sector 83,3,3,1,Relatively New,2588.0,0,0,unfurnished,Mid-Rise,Premium,1.3
house,sector 26,5,4,3+,Moderately Old,4518.0,1,1,unfurnished,Low-Rise,Luxury,18.0
flat,sector 89,2,3,3,Under Construction,1502.0,0,0,semifurnished,Mid-Rise,Premium,0.8
flat,sector 83,3,3,3+,Relatively New,1600.0,0,0,unfurnished,Mid-Rise,Premium,1.1
house,sector 7,5,3,3+,Old Property,1350.0,1,0,semifurnished,Low-Rise,Standard,2.3
flat,sector 68,2,2,3,Under Construction,1127.0,0,0,semifurnished,Mid-Rise,Premium,0.92
house,sector 105,5,3,3,Moderately Old,3500.0,0,0,semifurnished,Low-Rise,Standard,1.35
flat,sector 77,3,4,3,Relatively New,1611.0,1,0,unfurnished,Low-Rise,Luxury,1.25
house,sector 25,3,9,2,New Property,11111.0,0,0,semifurnished,Low-Rise,Standard,8.0
flat,sector 81,3,2,3+,Relatively New,1319.0,0,0,semifurnished,Mid-Rise,Luxury,1.1
flat,sector 25,5,5,3+,Old Property,5778.0,1,0,furnished,Low-Rise,Standard,8.0
flat,sector 77,2,2,2,Relatively New,1140.0,0,1,unfurnished,Mid-Rise,Luxury,0.75
house,sector 8,3,1,0,Moderately Old,550.0,0,0,semifurnished,Low-Rise,Standard,0.62
house,sector 66,4,4,3+,Relatively New,5574.7,1,1,semifurnished,Low-Rise,Luxury,9.01
flat,sector 104,4,4,3+,Relatively New,2509.0,1,0,semifurnished,High-Rise,Luxury,2.55
house,sector 24,4,2,2,Old Property,540.0,0,0,semifurnished,Low-Rise,Standard,1.44
house,sector 2,5,5,2,Old Property,4550.0,0,0,furnished,Low-Rise,Premium,5.7
flat,sector 102,2,2,2,Under Construction,1017.0,0,0,semifurnished,Low-Rise,Standard,1.05
house,sector 48,5,6,3,Moderately Old,8250.0,1,0,semifurnished,Low-Rise,Premium,22.0
house,sector 27,5,5,3+,Relatively New,1350.0,1,0,unfurnished,Low-Rise,Standard,4.25
flat,sector 24,3,4,3+,Old Property,3700.0,1,0,furnished,Mid-Rise,Premium,5.8
flat,sector 89,2,2,2,Under Construction,1226.0,0,0,semifurnished,Low-Rise,Standard,0.85
flat,sector 103,3,3,3+,Relatively New,1683.0,0,0,semifurnished,Mid-Rise,Standard,1.65
flat,sector 65,3,3,3,Relatively New,2696.0,1,0,unfurnished,High-Rise,Premium,5.2
flat,sector 63,1,1,2,New Property,804.0,0,0,semifurnished,Low-Rise,Standard,0.88
house,sector 50,5,5,3,Moderately Old,3240.0,1,0,semifurnished,Low-Rise,Standard,10.55
flat,sector 63a,2,2,2,Under Construction,1400.0,0,0,semifurnished,Low-Rise,Standard,2.1
house,sector 47,3,4,2,Moderately Old,1467.0,0,0,semifurnished,Low-Rise,Standard,4.3
flat,sector 82a,4,4,3+,Relatively New,2273.0,0,0,semifurnished,Low-Rise,Standard,2.6
flat,sector 102,3,3,3,Relatively New,1388.0,1,0,semifurnished,Mid-Rise,Premium,1.3
flat,sector 37d,4,3,3,Relatively New,2025.0,1,0,semifurnished,Mid-Rise,Standard,1.77
flat,sector 89,2,2,2,Under Construction,1441.0,0,0,semifurnished,Mid-Rise,Standard,0.8
flat,sector 70,2,2,3,Relatively New,1222.0,0,0,semifurnished,Mid-Rise,Luxury,1.07
house,sector 4,2,2,2,New Property,450.0,1,0,semifurnished,Low-Rise,Standard,0.5
house,sector 26,4,4,3+,Old Property,3771.0,0,0,semifurnished,Low-Rise,Standard,4.6
flat,sector 36,3,2,3,New Property,1122.0,0,0,semifurnished,Low-Rise,Luxury,1.0
flat,sector 102,2,2,3,Relatively New,1368.0,0,0,semifurnished,Mid-Rise,Standard,1.42
flat,sohna road,2,2,2,New Property,640.0,0,0,semifurnished,Mid-Rise,Premium,0.26
flat,sector 106,5,6,3+,Under Construction,3797.0,0,0,unfurnished,Mid-Rise,Premium,6.3
flat,sector 50,3,3,3+,Moderately Old,2357.0,1,0,semifurnished,Low-Rise,Luxury,2.7
